LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:6315da,ich hätte für dich da sein können,i could have been there for you,,Player,Cellphone3
line:b1f752,jetzt bist du da ganz allein,"you're all alone there, now",,Player,Cellphone3
line:66e500,"ehrlich, es war nichts!","really, it was nothing!",,CutsceneCellphone,Cellphone3
line:2acde0,es war alles in ordnung,everything was fine,,CutsceneCellphone,Cellphone3
line:666129,"freut mich, dir geht's gut",i'm just glad you're ok,,Player,Cellphone3
line:d2ddf0,"ich hab dich lieb,","i love you,",,Player,Cellphone3
line:e25ebd,Mama,mom,,Player,Cellphone3
line:6a17a6,ich hab dich auch lieb,i love you too,,CutsceneCellphone,Cellphone3
line:2e7f4d,warte,wait,,Player,Cellphone4
line:545678,irgendwas passiert gerade?!,something's happening?!,,Player,Cellphone4
line:9a8ed9,war das der berühmte Habichtsgipfel-Aufwind!?,was that the famous Hawk Peak updraft!?,,CutsceneCellphone,Cellphone4
line:2a159c,äh,uh,,Player,Cellphone4
line:9fcd15,sieht so aus,looks like it,,Player,Cellphone4
line:9ef186,du solltest jetzt darauf mitfliegen!,you should catch a ride on it now!,,CutsceneCellphone,Cellphone4
line:1d16be,bevor er sich auflöst,before it fizzles out,,CutsceneCellphone,Cellphone4
line:09fc02,ich will ja,i wanna,,Player,Cellphone4
line:a32f4d,bin aber irgendwie nervös,but i'm kinda nervous,,Player,Cellphone4
line:d5621b,Claire,claire,,CutsceneCellphone,Cellphone4
line:0d150f,du schaffst das!,you can do it!,,CutsceneCellphone,Cellphone4
line:4c5080,"ich komm dich bald besuchen, ok?","i'll come visit you soon, ok?",,CutsceneCellphone,Cellphone4
line:e45965,übrigens,also,,CutsceneCellphone,Cellphone4
line:82a853,"vergiss nicht, <color=red>Tante May</color> von mir zu grüßen!",don't forget to say hi to <color=red>Aunt May</color> for me!,,CutsceneCellphone,Cellphone4
line:e7b047,sie wartet bestimmt schon\nauf dich in der hütte,she's probably waiting for\nyou back at the cottage,,CutsceneCellphone,Cellphone4
line:52f04c,"tschüss, hab dich lieb!","bye, love you!",,CutsceneCellphone,Cellphone4
line:230817,"lieb dich auch, Mama","love you too, mom",,Player,Cellphone4
line:85188e,hey,hey,Unsure where this line is...,Original,AuntFinished
line:2ed2fe,"ich glaube, eine pause täte gut",i think it'd be nice to take a break,If the player tries to take a nap at the end of the game.,Original,EndGameStart
line:be5dbc,schlafen,sleep,Dialogue choice.,Player,EndGameStart
line:6b397e,noch nicht,not yet,Dialogue choice.,Player,EndGameStart
line:fd5647,na gut,alrighty,If they choose to nap.,Original,EndGameStart
line:33151c,zeit für ein nickerchen!,it's nap time!,,Original,EndGameStart
line:0493bf,"und, wie war's da?",so what has it been like there?,Unused.,Original,Node101
line:f8414d,nun,well,Unused.,Player,Node101
line:65055a,"ich muss übers tauchen reden, falls du das tutorial noch nicht hattest","i need to talk about how to dive, if u havent been given the tutorial yet",Unused.,Original,Node102
line:45a376,diesen ausblick hier werd ich nie leid,i never get tired of this view,This dialogue is played during the opening screen of the game. Claire is speaking to her Aunt in the car.,AuntSpeaker,TitleScreenIntroStart
line:cda187,"Claire,","claire,",,AuntSpeaker,TitleScreenIntroStart
line:d7aeb5,du wirst hier diesen sommer\neine tolle zeit haben!,you're gonna have a great\ntime here this summer!,,AuntSpeaker,TitleScreenIntroStart
line:760ec9,ich glaube,i think,,AuntSpeaker,TitleScreenIntroStart
line:62ea07,"es wird guttun, mal\nraus aus der stadt zu kommen",it'll be good to get\naway from the city,,AuntSpeaker,TitleScreenIntroStart
line:d3607e,"und eine pause von allem\nanderen zu machen, was gerade los ist",and take a break from\neverything else going on,,AuntSpeaker,TitleScreenIntroStart
line:3fd92a,bist du noch wach?,are you still awake?,,AuntSpeaker,TitleScreenIntroStart
line:049cc1,mmmmm,mmmmm,,Original,TitleScreenIntroStart
line:302117,vielleicht,maybe,,Original,TitleScreenIntroStart
line:dedd03,halt noch ein bisschen durch!,hold on a little longer!,,AuntSpeaker,TitleScreenIntroStart
line:a605f1,wir sind gleich an der fähre,we're almost at the ferry,,AuntSpeaker,TitleScreenIntroStart
line:126e5b,"ich übernehm deinen ""nebenjob""","i'll take your ""side gig""",Dialogue choice.,Player,ConsiderKidQuest
line:03a23c,nö,nope,Dialogue choice.,Player,ConsiderKidQuest
line:0d9c32,gut,good,If you accept Shell Kid's job.,Original,ConsiderKidQuest
line:d2d27b,nimm das hier...,take this...,,Original,ConsiderKidQuest
line:85f4ce,...und bring's zu Rangerin May,...and deliver it to Ranger May,,Original,ConsiderKidQuest
line:f109e4,das ist alles,that is all,,Original,ConsiderKidQuest
line:3232ef,wie du willst,suit yourself,If you decline Shell Kid's quest.,Original,ConsiderKidQuest
line:b0f25b,ich hab eine lieferung!,i've got a delivery!,If you deliver Shell Kid's necklace to your Aunt.,Player,AuntNecklace
line:1dcac3,die ist von Jen,it's from Jen,,Player,AuntNecklace
line:168e81,oh wow!,oh wow!,,Original,AuntNecklace
line:e06d87,die ist so hübsch,it's so pretty,,Original,AuntNecklace
line:ca470a,sie ist so ein süßes mädchen,she's such a sweet girl,,Original,AuntNecklace
line:13f4b4,all die muscheln zu sammeln\nmuss echt viel arbeit gewesen sein,collecting all those shells\nmust have been a lot of work,,Original,AuntNecklace
line:07c5c9,"na ja, eigentlich...",well actually...,,Player,AuntNecklace
line:e1489b,hmm?,hmm?,,Original,AuntNecklace
line:a40af1,"ach, vergiss es",eh never mind,,Player,AuntNecklace
line:240101,oh!,oh!,,Original,AuntNecklace
line:fede28,mir ist was eingefallen,i remembered something,,Original,AuntNecklace
line:312906,ich hab diese goldene feder in der hütte gefunden,i found this golden feather in the cabin,,Original,AuntNecklace
line:21415c,"dachte, du kannst sie gebrauchen",i figured you could use it,,Original,AuntNecklace
line:95fb1a,"woah, danke","woah, thanks",,Player,AuntNecklace
line:31d44f,das ist,this is,,Player,AuntNecklace
line:3ac7bb,komisches timing,weird timing,,Player,AuntNecklace
line:594e0f,ist das jetzt so wie eine belohnung\nfürs liefern der kette?,"is this like, a reward for\ndelivering the necklace?",This is a joke about how video games always give you rewards for quests - and this is the quest reward even though the characters in the game don't know it.,Player,AuntNecklace
line:4f7537,"äh, nein?","uh, no?",,Original,AuntNecklace
line:324d4c,häh,huh,,Player,AuntNecklace
line:2d2083,"oh, übrigens","oh, by the way",,Original,AuntNecklace
line:727813,"ohh, perfekt",ohh that's perfect,If you trade a toy shovel to the frog for the big shovel.,Original,FrogTrade
line:39b491,lass uns tauschen!,let's trade!,,Original,FrogTrade
line:0c7755,wenn du meine schaufel benutzen willst...,when you want to use my shovel...,,Original,FrogTrade
line:dfbca3,"<color=red>drück {{MenuButton}}</color>, um dein inventar zu öffnen\nund sie <color=red>auszurüsten</color>",<color=red>press {{MenuButton}}</color> to open your inventory\nand <color=red>equip it</color>,,Original,FrogTrade
line:52873b,bleib frisch!,keep it fresh!,,Original,FrogTrade
line:08d344,"moment mal,\njunge freundin","hold on there,\nyoung friend",When you meet the big bear in the snowy area.,Original,PolarBearStart
line:acea5b,"ich hoff, das stört dich nicht",i hope you don't mind me saying,,Original,PolarBearStart
line:1099bb,aber du wirkst ein\nbisschen unvorbereitet,but you seem a\nlittle unprepared,,Original,PolarBearStart
line:817652,"hier oben ist es ganz schön kalt für\nleute, die es nicht gewohnt sind",it's mighty cold up here for\nfolks who aren't accustomed,,Original,PolarBearStart
line:2136cc,"ich hätte nicht gedacht, dass es so kalt wird!",i didn't expect it to get this cold!,,Player,PolarBearStart
line:eb8b41,meine federn frieren ein,my feathers are freezing up,,Player,PolarBearStart
line:e544b0,Habichtsgipfel ist einzigartig in der\nprovinz wegen seiner geothermischen aktivität,Hawk Peak is unique in the\nprovince for geothermal activity,,Original,PolarBearStart
line:0c4c62,"wenn dir zu kalt wird, halt\nan einer der heißen quellen","if you get too chilly, stop\nat one of the hotsprings",,Original,PolarBearStart
line:00e22d,das sollte dir deine\nkraft zurückgeben!,that should give you\nback your strength!,,Original,PolarBearStart
line:53a164,danke für den tipp!,thanks for the tip!,This dialogue only plays if you don't have enough feathers at this point.,Player,PolarBearStart
line:da7689,äh,uh,,Player,PolarBearStart
line:4e76d8,bin ich fast oben?,am i almost at the top?,,Player,PolarBearStart
line:6535ef,"nun, ja...","well, yes...",,Original,PolarBearStart
line:035a7d,aber's ein kniffliger aufstieg,but it's a tricky climb,,Original,PolarBearStart
line:c3ba01,"du brauchst vielleicht mehr <color=red>goldene\nfedern</color>, als du grad hast",you might need more <color=red>golden\nfeathers</color> than you have now,,Original,PolarBearStart
line:6e4900,hallo du,hey there,This dialogue plays after you've gotten to the top.,Original,PolarBearStart
line:81a16c,bist du sicher hochgekommen?,did you get up safely?,,Original,PolarBearStart
line:2f558c,jup!,yup!,,Player,PolarBearStart
line:1bd829,na ja,well,,Player,PolarBearStart
line:05be99,quasi hab ich's...,you could say i...,,Player,PolarBearStart
line:fef811,...BÄR-knapp geschafft!,...BEAR-ly made it!,This is a pun.,Player,PolarBearStart
line:bd9ba7,haha,haha,,Player,PolarBearStart
line:100ad6,...,...,,Original,PolarBearStart
line:e09a0c,kapierst du's?,do you get it?,,Player,PolarBearStart
line:c8da80,oh,oh,,Original,PolarBearStart
line:b44e22,ich kapier's,i get it,,Original,PolarBearStart
line:835d44,pass gut auf dich auf!,be safe out there!,If you talk to the bear again before making it to the top.,Original,PolarBearStart
line:53a781,"schließlich muss ich deine tante\nper funk rufen, wenn du in\nschwierigkeiten gerätst!",i'm the one who has to\nradio your aunt if\nyou get into trouble!,,Original,PolarBearStart
line:c3e961,laufen ist mein leben,running is my life,A random jogger will say this.,Original,Runner2Start
line:bfbadb,ich laufe marathons auf der ganzen welt,i run marathons all around the world,,Original,Runner2Start
line:773dc9,"was, wenn",what if,If you talk to the jogger again.,Original,Runner2Start
line:11536d,"laufen nicht mein leben wäre,",running wasn't my life,,Original,Runner2Start
line:36d1dd,"sondern ich das laufen eigentlich benutze,",but i was actually using running,,Original,Runner2Start
line:8de64b,um VORM leben wegzulaufen!?,to run FROM life!?,,Original,Runner2Start
line:c173c6,...,...,,Original,Runner2Start
line:670a59,das ist ein beunruhigender gedanke,that's a troubling thought,,Original,Runner2Start
line:f72c0e,TEMPO ZUERST!!,SPEED FIRST!!,A random jogger.,Original,Runner3Start
line:5fd249,REDEN SPÄTER!!,TALK LATER!!,,Original,Runner3Start
line:82d424,hey!,hey!,If you talk to a specific jogger after hearing about the race.,Player,Runner3Start
line:3875bf,machst du heute beim rennen mit?,are you doing the race today?,,Player,Runner3Start
line:199978,ja,yeah,,Original,Runner3Start
line:24dca3,bin grad ziemlich beschäftigt,i'm kinda busy right now,,Original,Runner3Start
line:205f2e,was willst du?,what do you want?,,Original,Runner3Start
line:4259b6,wofür joggst du?,what are you jogging for?,If the player hasn't heard about the race when starting this dialogue.,Player,Runner3Start
line:575dc5,wie bitte?,excuse me?,,Original,Runner3Start
line:ec50e2,ich trainier fürs rennen!,i'm training for the race!,,Original,Runner3Start
line:f41820,was willst du?,what do you want?,,Original,Runner3Start
line:4c1ab9,schon wieder du?,you again?,If you talk to them again.,Original,Runner3Start
line:6e934b,was willst du?,what do you want?,,Original,Runner3Start
line:bed782,darf ich mitrennen?,can i join the race?,Dialogue choice.,Player,Runner3Start
line:f0d6a7,nichts,nothing,Dialogue choice.,Player,Runner3Start
line:0a5f04,*seufz*,*sigh*,,Original,Runner3Start
line:f09f2c,"die anmeldung ist letzten\nmonat abgelaufen, oder so","registration ended\nlike, last month",,Original,Runner3Start
line:d9fe0a,warum liest denn\nkeiner die regeln!?,why does no one\nread the rules!?,,Original,Runner3Start
line:538f2a,"du bist <color=red>die zweite person</color>,\ndie ich heute abweisen muss!",you're <color=red>the second person</color>\ni've had to turn away today!,This person is Avery.,Original,Runner3Start
line:4b379d,naja,anyway,,Original,Runner3Start
line:9cdf84,ich muss los,i gotta go,,Original,Runner3Start
line:2fffae,tja,welp,,Original,Runner3Start
line:b89bd1,ich muss los,i gotta go,,Original,Runner3Start
line:6ce8aa,ugh...,ugh...,A random jogger.,Original,Runner4Start
line:682dfd,ich hasse beintage,i hate leg days,,Original,Runner4Start
line:919d2e,oh äh,oh uh,"If the player has met their uncle, this plays...",Player,Runner4Start
line:486301,"onkel meinte, ich soll dich erinnern",your uncle wanted me to remind you,,Player,Runner4Start
line:412751,pausen zu machen,to take breaks,,Player,Runner4Start
line:dc639a,und genug zu trinken,and to stay hydrated,,Player,Runner4Start
line:c9231c,das ist guter rat,that's good advice,,Original,Runner4Start
line:17a4fb,nur noch eine runde...,just one more lap first...,,Original,Runner4Start
line:d74fa4,viel glück!,good luck!,,Player,Runner4Start
line:41e6b6,danke,thanks,,Original,Runner4Start
line:5cafa7,ugh...,ugh...,,Original,Runner4Start
line:771cf2,ich hasse beintage,i hate leg days,,Original,Runner4Start
line:21cf22,"Die Helianthus Dissultantis ""Gummiblume""","The Helianthus Dissultantis ""Rubber Flower""",This is a sign that describes how the flower + bucket mechanic works. Written in the style of an informational board at a park.,Original,BucketSignStart
line:ac8167,Die offizielle Blume des Habichtsgipfel-Provinzparks,Hawk Peak Provincial Park's Official Flower,,Original,BucketSignStart
line:e36269,Diese einzigartige Art <color=yellow>blüht sofort</color>\nbei plötzlicher Überflutung und bläht sich\nauf wie ein Wasserballon!,"This unique species <color=yellow>blooms instantly</color>\nin flash flooding conditions, inflating\nlike a water balloon!",,Original,BucketSignStart
line:ec2521,Erlebe es selbst mit einem der\ngemeinschaftlichen <color=yellow>Wassereimer</color> des Parks!,Experience it for yourself with one of\nthe park's communal <color=yellow>water buckets!</color>,,Original,BucketSignStart
line:da1b6e,<color=#e3967f>*Alle Eimer sind Eigentum des Parks.</color>,<color=#e3967f>*All buckets are property of the park.</color>,,Original,BucketSignStart
line:9d3c78,<color=#e3967f>Bitte keine Eimer\naus dem Park entfernen!!</color>,<color=#e3967f>Please do not remove buckets\nfrom the park!!</color>,,Original,BucketSignStart
line:cdb11f,hmm,hmm,,Player,BucketSignStart
line:893c47,ein eimer voller wasser sieht schwer aus...,a bucket full of water seems heavy...,This is important tutorial information.,Player,BucketSignStart
line:dc899d,"ich glaub, ich könnte nicht fliegen\noder klettern, wenn ich einen eimer\nvoll wasser trage...",i don't think i could fly\nor climb carrying a bucket\nfull of water...,,Player,BucketSignStart
line:c03601,aber gleiten könnte ich wohl trotzdem!,but i could probably still glide!,,Player,BucketSignStart
line:37428a,"ich glaub, ich könnte nicht fliegen\noder klettern, wenn ich einen eimer\nvoll wasser trage",i don't think i could fly\nor climb carrying a bucket\nfull of water,,Player,BucketSignStart
line:e51435,aber gleiten könnte ich wohl trotzdem!,but i could probably still glide!,,Player,BucketSignStart
line:0511de,"na gut, wie du willst","whatever, suit yourself",If you don't buy the tough birds feathers.,Original,ToughBirdExit
line:cee433,was ist MEIN ding?,what's MY deal?,"If you ask Tough Bird - ""What's your deal!?""",Original,ToughBirdWhatDeal
line:6cdec4,HMPH!,HMPH!,,Original,ToughBirdWhatDeal
line:20b440,was ist DEIN ding!?,what's YOUR deal!?,,Original,ToughBirdWhatDeal
line:5cd3d2,na ja...,well...,,Player,ToughBirdWhatDeal
line:3a5721,ich wander zum habichtsgipfel hoch,i'm hiking up to hawk peak,,Player,ToughBirdWhatDeal
line:763c29,wow,wow,,Original,ToughBirdWhatDeal
line:ca2ad4,klingt ziemlich basic,sounds kinda basic,"""Basic"" is a not too offensive insult, that implies someone is uninteresting / too mainstream.",Original,ToughBirdWhatDeal
line:c72c5f,hey!,hey!,,Player,ToughBirdWhatDeal
line:a73677,ich sag ja nur,i'm just saying,,Original,ToughBirdWhatDeal
line:15eb7a,touristen kommen von überall her,tourists come from all over,,Original,ToughBirdWhatDeal
line:d047c2,die sagen dann so,they're like,,Original,ToughBirdWhatDeal
line:87fc49,"""ich waaander zum habichtsgipfeeel hoch""","""i'm goonnaa hike to hawwk peaak""",,Original,ToughBirdWhatDeal
line:dc79a1,dann sind sie oben,then they get up there,,Original,ToughBirdWhatDeal
line:df37dd,"und merken, dass es echt\nanstrengung braucht",and see that it actually\ntakes real effort,,Original,ToughBirdWhatDeal
line:65f61c,und geben dann auf,and then they give up,,Original,ToughBirdWhatDeal
line:8e3aa9,boah,geez,,Player,ToughBirdWhatDeal
line:d4abe7,man muss ja nicht,you don't have to be,,Player,ToughBirdWhatDeal
line:1cc87c,...so drauf sein,...like that,,Player,ToughBirdWhatDeal
line:0a3403,ich sag ja nur,i'm just saying,,Original,ToughBirdWhatDeal
line:11e3a4,es ist schon bisschen basic,it's a little basic,,Original,ToughBirdWhatDeal
line:47ba90,also,so,,Player,ToughBirdWhatDeal
line:cf0784,was ist denn DEIN ding?,what IS your deal?,,Player,ToughBirdWhatDeal
line:5ddd9c,ich hab dir meins verraten,i gave you mine,,Player,ToughBirdWhatDeal
line:0d3cc3,ich brauch geld,i need money,,Original,ToughBirdWhatDeal
line:edd8e9,...,...,,Player,ToughBirdWhatDeal
line:7973bb,*seufz*,*sigh*,,Original,ToughBirdWhatDeal
line:adfb25,ich hab nächstes semester\nzu wenig fürs studium,i'm gonna be short on\ntuition next semester,,Original,ToughBirdWhatDeal
line:cf2e64,bin aber fast so weit,i'm nearly there though,,Original,ToughBirdWhatDeal
line:a6c367,will nur bisschen extra kohle machen,just trying to make some extra cash,,Original,ToughBirdWhatDeal
line:dc1233,häh,huh,,Player,ToughBirdWhatDeal
line:acb2a8,wie viel brauchst du denn,how much do you need,,Player,ToughBirdWhatDeal
line:30eb73,...,...,,Original,ToughBirdWhatDeal
line:ac88f8,"na, wenn ich mein ganzes\nzeug verkauft hab",well after i sell\nall my junk,,Original,ToughBirdWhatDeal
line:435122,fehlen mir trotzdem noch ungefähr 400 münzen...,i'll still be short by about 400 coins...,,Original,ToughBirdWhatDeal
line:72431d,oh,oh,,Player,ToughBirdWhatDeal
line:6f84d5,ja...,yeah...,,Original,ToughBirdWhatDeal
line:a86edb,aber egal,but whatever,,Original,ToughBirdWhatDeal
line:bad128,so ist das leben wohl,that's life i guess,,Original,ToughBirdWhatDeal
line:9cf882,"moment, was?",wait what?,If you ask to pay the Tough Bird's tuition.,Original,ToughBirdTuition
line:cbaa8d,wirklich?,really?,,Original,ToughBirdTuition
line:9284d3,ja klar,yeah sure,,Player,ToughBirdTuition
line:aff092,aber wieso?,but why?,,Original,ToughBirdTuition
line:7a98aa,keine ahnung,i dunno,,Player,ToughBirdTuition
line:9695ed,das meiste hab ich einfach\nauf der insel gefunden,i found most of this just by\nlooking around the island,,Player,ToughBirdTuition
line:131aa6,ich bin ziemlich gut im sachen finden,i'm pretty good at finding stuff,,Player,ToughBirdTuition
line:6428d7,wow,wow,,Original,ToughBirdTuition
line:fda1cc,äh,uh,,Original,ToughBirdTuition
line:be049a,"ich weiß nicht, was ich sagen soll",i don't know what to say,,Original,ToughBirdTuition
line:67bb03,"das sind 400 münzen, oder?","it's 400 coins, right?",,Player,ToughBirdTuition
line:fb019d,"hier, bitte!",here ya go!,,Player,ToughBirdTuition
line:07ddb5,...,...,,Original,ToughBirdTuition
line:a36d85,danke,thanks,,Original,ToughBirdTuition
line:2d0e86,ähm,um,,Original,ToughBirdTuition
line:d33091,"hier, kannst du haben",you can have this,,Original,ToughBirdTuition
line:bd574d,ich äh,i uh,,Original,ToughBirdTuition
line:ffdcaf,hab's gefunden,found it,,Original,ToughBirdTuition
line:0f0128,wollt's eigentlich im\ninternet verkaufen oder so,i was gonna sell it on\nthe internet or whatever,"The phrase ""sell it on the internet or whatever"" is supposed to match what the Old Goat said about them losing their watch - as a bit of a callback joke. They were right!",Original,ToughBirdTuition
line:13777d,aber ich brauch's nicht mehr,but i don't need it anymore,,Original,ToughBirdTuition
line:6efae9,häh,huh,,Player,ToughBirdTuition
line:c0e365,okay,okay,,Player,ToughBirdTuition
line:c84104,bis dann,later,,Original,ToughBirdExitNeutral
line:fafc6f,ach ja,oh yeah,"If you try to buy feathers after paying for tuition, the bird is nicer.",Original,ToughBirdBuyFeatherNice
line:2068f8,kein problem,no problem,,Original,ToughBirdBuyFeatherNice
line:cb2443,kannst sie für den normalen\npreis von 40 münzen haben,you can have it for the\nregular price of 40 coins,,Original,ToughBirdBuyFeatherNice
line:6938d1,klar!,sure!,,Original,ToughBirdBuyFeatherNice
line:9f5c4f,kannst sie für 40 münzen haben,you can have it for 40 coins,,Original,ToughBirdBuyFeatherNice
line:db7350,man sieht sich!,see ya later,,Original,ToughBirdBuyFeatherNice
line:99287e,oh warte,oh wait,,Player,ToughBirdBuyFeatherNice
line:6cf4bf,mir fehlt kohle,i'm short on cash,,Player,ToughBirdBuyFeatherNice
line:f67146,eigentlich...,actually...,,Original,ToughBirdBuyFeatherNice
line:e5cbce,"du hast schon alle federn\ngekauft, die ich noch hatte",you bought all the\nfeathers i had left,,Original,ToughBirdBuyFeatherNice
line:19dabf,sorry,sorry,,Original,ToughBirdBuyFeatherNice
line:7fcff9,ist ok,that's OK,,Player,ToughBirdBuyFeatherNice
line:3e8976,die uhr ist echt schön,the watch is really nice,If you talk to the old goat after delivering the watch.,Player,GoatDone
line:7f5ed0,"ach, danke dir",why thank you,,Original,GoatDone
line:97c9fe,sie war von meinem großvater,it was my grandfather's,,Original,GoatDone
line:546ed9,sie war schon um die ganze welt,it's been all around the world,,Original,GoatDone
line:c747af,ich hab sie tatsächlich schon mal verloren,i've actually lost this watch before,,Original,GoatDone
line:fa221d,zum glück,luckily,,Original,GoatDone
line:89b012,sie findet irgendwie immer wieder nach hause,it's always seemed to find its way home,,Original,GoatDone
line:7bd1ef,"hey, ich glaub ich hab deine uhr gefunden","hey, i think i found your watch",If you give the watch back.,Player,GoatGive
line:eff68a,ja!,yes!,,Original,GoatGive
line:677360,das ist sie!!,that's it!!,,Original,GoatGive
line:abc1c9,danke! vielen dank!!,thank you! thank you!!,,Original,GoatGive
line:d4347e,gern geschehen!,you're welcome!,,Player,GoatGive
line:094523,ich sollte mich revanchieren,i ought to return the favour,,Original,GoatGive
line:03dcec,bitte,please,,Original,GoatGive
line:d95867,nimm das hier,take this,,Original,GoatGive
line:85f9d5,silberne federn sind sehr selten,silver feathers are very rare,,Original,GoatGive
line:72666e,"mit einer in der hand,","with one in hand,",,Original,GoatGive
line:6083ad,kannst du schneller klettern,you can climb faster,,Original,GoatGive
line:94f75d,und höher fliegen!,and fly higher!,,Original,GoatGive
line:4bd63e,"hey, wieder da!",hey again!,"They say ""hey again"" only if you've already met them.",Original,RhinoStart
line:dc151d,hey du!,hey there!,,Original,RhinoStart
line:036988,was hast du heute vor?,what are you up to today?,,Original,RhinoStart
line:978863,äh,uh,,Player,RhinoStart
line:8f879a,ich wander zum Habichtsgipfel hoch,i'm hiking up to Hawk Peak,,Player,RhinoStart
line:af7466,das ist ne harte wanderung!,that's a tough hike!,,Original,RhinoStart
line:2d5d1b,weißt du,you know,,Original,RhinoStart
line:73be56,"du musst <color=red>klettern</color> lernen,\num nach ganz oben zu kommen!",you'll need to learn to <color=red>rock climb</color>\nto make it to the top!,,Original,RhinoStart
line:88b586,wieso trittst du nicht unserem\nkletterclub bei?,why not join our\nrock climbing club?,,Original,RhinoStart
line:64794d,oh äh,oh uh,,Player,RhinoStart
line:510fdb,seid ihr nur zu zweit?,is it just the two of you?,,Player,RhinoStart
line:7149bd,HEY!,HEY!,,ClimbSquirrel,RhinoStart
line:1535cf,DER KLETTERVEREIN HAT\nHUNDERTE MITGLIEDER IN\nÜBER 35 LÄNDERN WELTWEIT!,THE ROCK CLIMBERS ASSOCIATION\nHAS HUNDREDS OF MEMBERS SPANNING\nOVER 35 COUNTRIES WORLDWIDE!,,ClimbSquirrel,RhinoStart
line:ee02f6,"HUNDERTE MITGLIEDER, DIE DIE KUNST\nDES KLETTERNS IMMER WEITER VERFEINERN",HUNDREDS OF MEMBERS GROWING AND\nREFINING THE ART OF ROCK CLIMBING,,ClimbSquirrel,RhinoStart
line:239d8b,TREIBEN DAS HANDWERK BIS AN\nSEINE GRENZEN UND WEIT DARÜBER HINAUS,PUSHING THE CRAFT TO ITS\nABSOLUTE LIMIT AND BEYOND,,ClimbSquirrel,RhinoStart
line:ee8510,äh,uh,,Player,RhinoStart
line:53d1c0,ich meinte,i meant,,Player,RhinoStart
line:258d4f,wenn ihr nur zu zweit seid...,if it's just the two of you...,,Player,RhinoStart
line:ab6dd5,"so,","like,",,Player,RhinoStart
line:47b978,hier?,here?,,Player,RhinoStart
line:195560,...,...,,ClimbSquirrel,RhinoStart
line:e54ad7,UND WENN SCHON!?,WHAT OF IT!?,,ClimbSquirrel,RhinoStart
line:451176,"HÖR ZU, KLEINE",LISTEN KID,,ClimbSquirrel,RhinoStart
line:d84a7a,KLETTERN IST NICHTS FÜR ZARTE GEMÜTER,CLIMBING AIN'T FOR THE WEAK OF HEART,,ClimbSquirrel,RhinoStart
line:93890e,DIE MEISTEN LEUTE,MOST PEOPLE,,ClimbSquirrel,RhinoStart
line:74a72e,"HABEN NICHT, WAS ES BRAUCHT",DON'T HAVE WHAT IT TAKES,,ClimbSquirrel,RhinoStart
line:f6efc5,ähm,um,,Original,RhinoStart
line:5ff3ad,so schlimm ist es gar nicht!,it's not really that bad!,,Original,RhinoStart
line:9b7f63,na jedenfalls,so anyway,,Original,RhinoStart
line:021ae9,willst du dem kletterclub beitreten?,you want to join the climbers club?,,Original,RhinoAsk
line:132ea9,klar,sure,Dialogue choice.,Player,RhinoAsk
line:fa8e51,nö,nah,Dialogue choice.,Player,RhinoAsk
line:95ed98,super!!,great!!,,Original,RhinoAsk
line:50d470,wir haben unser drittes mitglied!,we've got our third member!,,Original,RhinoAsk
line:ce0480,NICHT DAS DRITTE,NOT THIRD,,ClimbSquirrel,RhinoAsk
line:a3badc,NUR EIN TROPFEN,JUST ANOTHER DROP,,ClimbSquirrel,RhinoAsk
line:3b1fed,UNTER HUNDERTEN,IN THE HUNDREDS,,ClimbSquirrel,RhinoAsk
line:e7d66d,WELTWEIT,WORLDWIDE,,ClimbSquirrel,RhinoAsk
line:084264,"schon gut, schon gut",alright alright,,Original,RhinoAsk
line:a4fa72,wie auch immer,anyway,Jump to RhinoInClub.,Original,RhinoAsk
line:99ea93,ach naja,aww well,If you decline.,Original,RhinoAsk
line:8663c6,"sag bescheid, falls du\nes dir anders überlegst",let me know if you\nchange your mind,,Original,RhinoAsk
line:00fa8b,hast du die feder schon?,so you got that feather?,,Original,RhinoInClub
line:1758a1,noch nicht...,not yet...,,Player,RhinoInClub
line:9ee6ae,die kosten 40 münzen,they cost 40 coins,,Player,RhinoInClub
line:f629a3,und ich hab nur {{Item_Coin}},and i only have {{Item_Coin}},,Player,RhinoInClub
line:968bf9,oh!,oh!,,Original,RhinoInClub
line:e63187,hmm,hmm,,Original,RhinoInClub
line:e5a798,ich leg dir den rest hin!,i can spot you the rest!,,Original,RhinoInClub
line:1557db,"woah, danke!","woah, thanks!",,Player,RhinoInClub
line:8586a7,kein problem!,no problem!,,Original,RhinoInClub
line:606c86,also zuerst mal,so first things first,If you don't have a golden feather and you don't know what theu cost.,Original,RhinoInClub
line:c6f899,hast du eine <color=red>goldene Feder?</color>,you got a <color=red>golden feather?</color>,,Original,RhinoInClub
line:18ca34,jup!,yup!,,Player,RhinoInClub
line:7ba1fd,super!,great!,,Original,RhinoInClub
line:668b67,"oh, noch nicht","oh, not yet",If you don't have one.,Player,RhinoInClub
line:9703a6,ah,ah,,Original,RhinoInClub
line:2b1f0e,ohne die kannst du nicht klettern,you can't climb without one,,Original,RhinoInClub
line:03ff54,aber du kannst sie im <color=red>Besucherzentrum</color> kaufen,but you can buy them at the <color=red>visitor center</color>,,Original,RhinoInClub
line:1ae06c,die sollten ziemlich günstig sein,they should be pretty cheap,,Original,RhinoInClub
